count,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_clean,Emotions,text_sep,Hashtags_sep,Country_sep
1," Grief weighs heavy, tears a constant companion.    ", Grief           ,2015/10/18 15:30, TearfulSoul      , Facebook , #Grief #Tears                                ,12,25, Canada        ,2015,10,18,15,Grief,Negative,"['Grief', 'weighs', 'heavy,', 'tears', 'a', 'constant', 'companion.']","['#Grief', '#Tears']",['Canada']
1," Loneliness in a crowded room, a silent cry for connection.", Loneliness ,2019/7/12 18:10, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            ,2019,7,12,18,Loneliness,Negative,"['Loneliness', 'in', 'a', 'crowded', 'room,', 'a', 'silent', 'cry', 'for', 'connection.']","['#Loneliness', '#SeekingConnection']",['UK']
1," Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,2018/6/3 16:30, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8,15, India         ,2018,6,3,16,Jealousy,Negative,"['Jealousy', 'gnaws', 'at', 'my', 'confidence,', 'a', 'toxic', 'emotion.']","['#Jealousy', '#Insecurity']",['India']
1," Resentment festers, poisoning relationships.       ", Resentment      ,2022/1/15 12:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    ,2022,1,15,12,Resentment,Negative,"['Resentment', 'festers,', 'poisoning', 'relationships.']","['#Resentment', '#BrokenTrust']",['Australia']
1," Frustration boils over, a volcanic eruption of emotions.", Frustration ,2017/4/10 14:45, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12,25, USA          ,2017,4,10,14,Frustration,Negative,"['Frustration', 'boils', 'over,', 'a', 'volcanic', 'eruption', 'of', 'emotions.']","['#Frustration', '#EmotionalOutburst']",['USA']
1," Boredom settles like dust, life feels mundane.     ", Boredom         ,2016/11/28 19:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7,15, Canada        ,2016,11,28,19,Boredom,Negative,"['Boredom', 'settles', 'like', 'dust,', 'life', 'feels', 'mundane.']","['#Boredom', '#Monotony']",['Canada']
1," Anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,2018/9/5 9:30, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10,20, UK            ,2018,9,5,9,Anxiety,Negative,"['Anxiety', 'grips', 'my', 'chest,', 'a', 'relentless', 'grip', 'on', 'my', 'thoughts.']","['#Anxiety', '#Restlessness']",['UK']
1," Intimidation by the challenges ahead, fear takes hold.", Intimidation ,2021/10/22 18:30, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15,30, India         ,2021,10,22,18,Intimidation,Negative,"['Intimidation', 'by', 'the', 'challenges', 'ahead,', 'fear', 'takes', 'hold.']","['#Intimidation', '#FacingFear']",['India']
1," Helplessness engulfs me, drowning in a sea of problems.", Helplessness ,2019/5/8 14:20, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8,15, Australia    ,2019,5,8,14,Helplessness,Negative,"['Helplessness', 'engulfs', 'me,', 'drowning', 'in', 'a', 'sea', 'of', 'problems.']","['#Helplessness', '#Struggling']",['Australia']
1," Envy poisons my thoughts, coveting others' success.", Envy            ,2017/3/20 11:30, GreenEyedMonster , Facebook , #Envy #Success                              ,10,20, Canada        ,2017,3,20,11,Envy,Negative,"['Envy', 'poisons', 'my', 'thoughts,', 'coveting', ""others'"", 'success.']","['#Envy', '#Success']",['Canada']
1, Regret for decisions that led to a painful present., Regret         ,2018/12/15 16:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12,25, USA          ,2018,12,15,16,Regret,Negative,"['Regret', 'for', 'decisions', 'that', 'led', 'to', 'a', 'painful', 'present.']","['#Regret', '#PastChoices']",['USA']
1, Disgust at the corruption that stains society.     , Disgust         ,2016/7/1 9:45, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7,15, UK            ,2016,7,1,9,Disgust,Negative,"['Disgust', 'at', 'the', 'corruption', 'that', 'stains', 'society.']","['#Disgust', '#Corruption']",['UK']
1," Sinking in despair, each day darker than the last. ", Despair         ,2020/8/20 20:20, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10,20, India         ,2020,8,20,20,Despair,Negative,"['Sinking', 'in', 'despair,', 'each', 'day', 'darker', 'than', 'the', 'last.']","['#Despair', '#DarkDays']",['India']
1," Grief overwhelms, a storm of emotions within.      ", Grief           ,2021/2/25 15:30, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12,25, Canada        ,2021,2,25,15,Grief,Negative,"['Grief', 'overwhelms,', 'a', 'storm', 'of', 'emotions', 'within.']","['#Grief', '#EmotionalStorm']",['Canada']
1," Loneliness echoes in empty spaces, yearning for connection.", Loneliness ,2019/9/12 18:10, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     ,2019,9,12,18,Loneliness,Negative,"['Loneliness', 'echoes', 'in', 'empty', 'spaces,', 'yearning', 'for', 'connection.']","['#Loneliness', '#YearningForConnection']",['Australia']
1," Jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,2018/8/5 16:30, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8,15, USA           ,2018,8,5,16,Jealousy,Negative,"['Jealousy', 'poisons', 'my', 'thoughts,', 'resentment', 'brewing', 'within.']","['#Jealousy', '#Resentment']",['USA']
1," Resentment festers, a wound that refuses to heal.  ", Resentment      ,2017/1/12 12:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10,20, India         ,2017,1,12,12,Resentment,Negative,"['Resentment', 'festers,', 'a', 'wound', 'that', 'refuses', 'to', 'heal.']","['#Resentment', '#Unforgiving']",['India']
1," Frustration escalates, a thunderstorm of emotions. ", Frustration     ,2022/4/5 14:45, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12,25, UK            ,2022,4,5,14,Frustration,Negative,"['Frustration', 'escalates,', 'a', 'thunderstorm', 'of', 'emotions.']","['#Frustration', '#EmotionalOutburst']",['UK']
1," Boredom lingers, a stagnant pool of indifference.  ", Boredom         ,2021/10/2 19:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7,15, Canada        ,2021,10,2,19,Boredom,Negative,"['Boredom', 'lingers,', 'a', 'stagnant', 'pool', 'of', 'indifference.']","['#Boredom', '#Stagnation']",['Canada']
1," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", Curiosity       ,2023/4/15 10:15, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15,30, USA          ,2023,4,15,10,Curiosity,Neutral,"['Embarking', 'on', 'a', 'journey', 'of', 'discovery,', 'fueled', 'by', 'curiosity', 'and', 'a', 'thirst', 'for', 'knowledge.']","['#Curiosity', '#Learning']",['USA']
1," Lost in the vast sea of information, an indifferent wave in the digital ocean. ", Indifference    ,2022/11/28 17:30, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7,15, Canada          ,2022,11,28,17,Indifference,Neutral,"['Lost', 'in', 'the', 'vast', 'sea', 'of', 'information,', 'an', 'indifferent', 'wave', 'in', 'the', 'digital', 'ocean.']","['#Indifference', '#DigitalOverload']",['Canada']
1," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", Confusion       ,2020/4/2 9:45, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10,20, UK           ,2020,4,2,9,Confusion,Negative,"['The', 'complex', 'puzzle', 'of', 'life', 'leaves', 'me', 'in', 'a', 'state', 'of', 'perpetual', 'confusion,', 'seeking', 'answers', 'in', 'the', 'chaos.']","['#Confusion', '#LifePuzzle']",['UK']
1," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", Numbness        ,2021/8/10 14:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8,15, India        ,2021,8,10,14,Numbness,Negative,"['A', 'numbness', 'settles', 'over', 'me,', 'a', 'shield', 'against', 'the', 'overwhelming', 'emotions', 'life', 'throws', 'my', 'way.']","['#Numbness', '#EmotionalShield']",['India']
1," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ", Melancholy      ,2019/6/18 20:45, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12,25, Australia     ,2019,6,18,20,Melancholy,Negative,"['Gazing', 'at', 'the', 'sunset,', 'a', 'melancholic', 'longing', 'for', 'moments', 'that', 'slip', 'through', 'the', 'fingers', 'of', 'time.']","['#Melancholy', '#SunsetMoments']",['Australia']
1," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", Nostalgia       ,2018/2/5 15:15, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10,20, USA          ,2018,2,5,15,Nostalgia,Neutral,"['Revisiting', 'old', 'photographs,', 'caught', 'in', 'the', 'embrace', 'of', ""nostalgia's"", 'bittersweet', 'symphony.']","['#Nostalgia', '#MemoryLane']",['USA']
1," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", Ambivalence     ,2022/5/30 11:30, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12,25, Canada        ,2022,5,30,11,Ambivalence,Neutral,"['Torn', 'between', 'conflicting', 'emotions,', 'an', 'ambivalence', 'that', 'paints', 'my', 'decisions', 'in', 'shades', 'of', 'uncertainty.']","['#Ambivalence', '#UncertainChoices']",['Canada']
1," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,2023/1/10 16:20, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15,30, UK           ,2023,1,10,16,Acceptance,Positive,"['Embracing', 'the', 'ebb', 'and', 'flow', 'of', 'life,', 'finding', 'acceptance', 'in', 'the', 'dance', 'of', 'existence.']","['#Acceptance', '#LifeJourney']",['UK']
1," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,2020/9/18 13:45, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10,20, India        ,2020,9,18,13,Determination,Neutral,"['Facing', 'challenges', 'head-on,', 'a', 'determination', 'that', 'fuels', 'the', 'fire', 'within', 'to', 'achieve', 'the', 'impossible.']","['#Determination', '#AchieveTheImpossible']",['India']
1," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,2021/7/3 19:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12,25, Australia    ,2021,7,3,19,Serenity,Neutral,"['Serenity', 'found', 'in', 'the', 'stillness', 'of', 'nature,', 'a', 'tranquil', 'retreat', 'from', 'the', 'chaos', 'of', 'the', 'modern', 'world.']","['#Serenity', '#NatureRetreat']",['Australia']
1," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,2022/10/8 8:15, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20,40, USA          ,2022,10,8,8,Curiosity,Neutral,"['Curiosity', 'leading', 'me', 'down', 'the', 'rabbit', 'hole', 'of', 'knowledge,', 'a', 'perpetual', 'student', 'in', ""life's"", 'classroom.']","['#Curiosity', '#KnowledgeQuest']",['USA']
1," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,2023/3/22 16:30, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10,20, Canada        ,2023,3,22,16,Indifference,Neutral,"['Floating', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'indifference,', 'detached', 'from', 'the', 'mundane', 'happenings', 'around.']","['#Indifference', '#FloatingThroughLife']",['Canada']
1," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,2021/5/15 11:45, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15,30, UK            ,2021,5,15,11,Confusion,Negative,"['Entangled', 'in', 'the', 'web', 'of', 'thoughts,', 'confusion', 'reigning', 'as', 'I', 'navigate', 'the', 'labyrinth', 'of', 'ideas.']","['#Confusion', '#ThoughtLabyrinth']",['UK']
1," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,2019/12/28 14:30, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8,15, Australia     ,2019,12,28,14,Numbness,Negative,"['Numb', 'to', 'the', 'chaos,', 'emotions', 'locked', 'away,', 'a', 'stoic', 'facade', 'concealing', 'the', 'inner', 'turmoil.']","['#Numbness', '#StoicFacade']",['Australia']
1," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,2020/3/1 19:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12,25, India         ,2020,3,1,19,Melancholy,Negative,"['Melancholy', 'whispers', 'in', 'the', 'breeze,', 'a', 'silent', 'conversation', 'with', 'the', 'echoes', 'of', 'forgotten', 'dreams.']","['#Melancholy', '#WhispersInTheBreeze']",['India']
1," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,2018/7/10 15:45, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10,20, Canada        ,2018,7,10,15,Nostalgia,Neutral,"['Stumbling', 'upon', 'an', 'old', 'journal,', 'nostalgia', 'flooding', 'in', 'waves,', 'carrying', 'me', 'to', 'moments', 'long', 'gone.']","['#Nostalgia', '#JournalMoments']",['Canada']
1," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,2022/1/5 10:30, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12,25, UK            ,2022,1,5,10,Ambivalence,Neutral,"['A', 'tapestry', 'of', 'conflicting', 'feelings,', 'weaving', 'through', 'uncertainty,', 'caught', 'in', 'the', 'threads', 'of', 'ambivalence.']","['#Ambivalence', '#ConflictingFeelings']",['UK']
1," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,2021/8/20 16:20, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15,30, Australia    ,2021,8,20,16,Acceptance,Positive,"['Embracing', 'the', 'flaws,', 'finding', 'acceptance', 'in', 'imperfection,', 'a', 'journey', 'towards', 'self-love.']","['#Acceptance', '#SelfLoveJourney']",['Australia']
1," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,2019/11/3 13:45, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18,35, USA          ,2019,11,3,13,Determination,Neutral,"['Determination', 'burning', 'like', 'a', 'wildfire,', 'overcoming', 'obstacles,', 'turning', 'dreams', 'into', 'reality.']","['#Determination', '#DreamsIntoReality']",['USA']
1," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,2020/4/12 19:30, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25,50, Canada        ,2020,4,12,19,Serenity,Neutral,"['Tranquil', 'moments', 'by', 'the', 'ocean,', 'serenity', 'washing', 'over,', 'a', 'peaceful', 'retreat', 'within', 'the', ""waves'"", 'embrace.']","['#Serenity', '#OceanRetreat']",['Canada']
1," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,2022/4/15 8:45, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22,45, India         ,2022,4,15,8,Curiosity,Neutral,"['Exploring', 'new', 'horizons', 'with', 'the', 'spark', 'of', 'curiosity,', 'an', 'adventurer', 'in', 'the', 'vast', 'landscape', 'of', 'knowledge.']","['#Curiosity', '#NewHorizons']",['India']
1," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,2023/2/10 17:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9,18, UK            ,2023,2,10,17,Indifference,Neutral,"['Drifting', 'through', 'the', 'day', 'with', 'a', 'nonchalant', 'demeanor,', 'embracing', 'the', 'art', 'of', 'indifference.']","['#Indifference', '#DriftingThroughLife']",['UK']
1," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,2020/8/5 12:15, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14,28, Australia    ,2020,8,5,12,Confusion,Negative,"['Wrestling', 'with', 'thoughts,', 'a', 'perplexed', 'mind', 'lost', 'in', 'the', 'labyrinth', 'of', ""life's"", 'complexities.']","['#Confusion', '#PerplexedMind']",['Australia']
1," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,2021/12/1 15:30, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10,20, USA          ,2021,12,1,15,Numbness,Negative,"['Immersed', 'in', 'a', 'state', 'of', 'emotional', 'numbness,', 'a', 'shield', 'against', 'the', 'storm', 'of', 'daily', 'struggles.']","['#Numbness', '#EmotionalShield']",['USA']
1," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019/3/25 21:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13,26, Canada        ,2019,3,25,21,Melancholy,Negative,"['A', 'melancholic', 'symphony', 'playing', 'in', 'the', 'background,', 'the', 'soundtrack', 'of', 'a', 'wistful', 'heart.']","['#Melancholy', '#WistfulHeart']",['Canada']
1," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017/6/18 14:45, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12,25, India         ,2017,6,18,14,Nostalgia,Neutral,"['Flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'yearbook,', 'nostalgia', 'painting', 'smiles', 'and', 'tears', 'on', 'my', 'face.']","['#Nostalgia', '#YearbookMemories']",['India']
1," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022/7/8 11:30, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15,30, Australia    ,2022,7,8,11,Ambivalence,Neutral,"['Torn', 'between', 'opposing', 'emotions,', 'an', 'ambivalence', 'that', 'colors', 'my', 'decisions', 'with', 'shades', 'of', 'uncertainty.']","['#Ambivalence', '#ShadesOfUncertainty']",['Australia']
1," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023/5/15 16:20, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18,36, Canada        ,2023,5,15,16,Acceptance,Positive,"['Embracing', ""life's"", 'imperfections,', 'finding', 'acceptance', 'in', 'the', 'journey,', 'scars', 'and', 'all.']","['#Acceptance', '#ImperfectJourney']",['Canada']
1," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021/9/10 14:45, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20,40, UK            ,2021,9,10,14,Determination,Neutral,"['A', 'fiery', 'determination', 'burning', 'within,', 'fueled', 'by', 'the', 'vision', 'of', 'reaching', 'unparalleled', 'heights.']","['#Determination', '#UnparalleledHeights']",['UK']
1," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020/2/28 18:30, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25,50, USA          ,2020,2,28,18,Serenity,Neutral,"['Basking', 'in', 'the', 'serenity', 'of', 'a', 'quiet', 'forest,', 'where', 'the', 'whispers', 'of', 'nature', 'bring', 'peace', 'to', 'the', 'soul.']","['#Serenity', '#NatureWhispers']",['USA']
1," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023/3/10 16:30, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9,18, India         ,2023,3,10,16,Indifference,Neutral,"['Indifferent', 'to', 'the', 'noise', 'of', 'the', 'world,', 'a', 'silent', 'observer', 'in', 'the', 'midst', 'of', ""life's"", 'cacophony.']","['#Indifference', '#SilentObserver']",['India']
1," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021/5/2 11:45, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14,28, Australia    ,2021,5,2,11,Confusion,Negative,"['Navigating', 'through', 'the', 'labyrinth', 'of', 'thoughts,', 'confusion', 'a', 'constant', 'companion', 'in', 'the', 'maze', 'of', 'ideas.']","['#Confusion', '#ThoughtLabyrinth']",['Australia']
1," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019/10/18 14:30, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11,22, UK            ,2019,10,18,14,Numbness,Negative,"['An', 'impenetrable', 'numbness', 'shields', 'me', 'from', 'the', 'emotional', 'storms,', 'a', 'fortress', 'of', 'stoic', 'resilience.']","['#Numbness', '#StoicResilience']",['UK']
1," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020/1/5 20:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13,26, USA          ,2020,1,5,20,Melancholy,Negative,"['Melancholy', 'painting', 'the', 'world', 'in', 'hues', 'of', 'nostalgia,', 'a', 'canvas', 'of', 'bittersweet', 'memories.']","['#Melancholy', '#BittersweetMemories']",['USA']
1," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018/8/10 15:45, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12,25, Canada        ,2018,8,10,15,Nostalgia,Neutral,"['A', 'journey', 'into', 'the', 'past,', 'flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'diary,', 'nostalgia', 'taking', 'the', 'lead.']","['#Nostalgia', '#DiaryJourney']",['Canada']
1," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022/1/15 10:30, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15,30, India         ,2022,1,15,10,Ambivalence,Neutral,"['Ambivalence', 'clouding', 'decisions,', 'caught', 'in', 'the', 'crossroads', 'of', 'conflicting', 'emotions.']","['#Ambivalence', '#ConflictingEmotions']",['India']
1," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021/7/20 16:20, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18,36, Australia     ,2021,7,20,16,Acceptance,Positive,"['Embracing', 'imperfections,', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', ""life's"", 'beautiful', 'chaos.']","['#Acceptance', '#BeautifulChaos']",['Australia']
1," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019/12/3 13:45, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20,40, USA          ,2019,12,3,13,Determination,Neutral,"['Determination', 'as', 'the', 'driving', 'force,', 'propelling', 'me', 'forward', 'on', 'the', 'path', 'to', 'extraordinary', 'achievements.']","['#Determination', '#ExtraordinaryPath']",['USA']
1," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020/4/12 19:30, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25,50, Canada        ,2020,4,12,19,Serenity,Neutral,"['Seeking', 'serenity', 'in', 'the', 'melody', 'of', 'raindrops,', 'a', 'tranquil', 'escape', 'from', 'the', 'noise', 'of', 'everyday', 'life.']","['#Serenity', '#RaindropMelody']",['Canada']
1," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022/5/8 8:45, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22,45, UK            ,2022,5,8,8,Curiosity,Neutral,"['Curiosity', 'driving', 'the', 'exploration', 'of', 'the', 'unknown,', 'a', 'seeker', 'of', 'knowledge', 'in', 'uncharted', 'territories.']","['#Curiosity', '#SeekerOfKnowledge']",['UK']
1," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023/2/22 17:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9,18, India         ,2023,2,22,17,Indifference,Neutral,"['Drifting', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'nonchalance,', 'indifferent', 'to', 'the', 'trivialities', 'of', 'life.']","['#Indifference', '#DriftingThroughLife']",['India']
1," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020/6/5 12:15, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14,28, Australia    ,2020,6,5,12,Confusion,Negative,"['Lost', 'in', 'the', 'labyrinth', 'of', 'thoughts,', 'confusion', 'casting', 'shadows', 'on', 'the', 'quest', 'for', 'clarity.']","['#Confusion', '#LabyrinthOfThoughts']",['Australia']
1," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021/11/30 15:30, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10,20, Canada        ,2021,11,30,15,Numbness,Negative,"['Wrapped', 'in', 'the', 'cloak', 'of', 'emotional', 'numbness,', 'a', 'shield', 'against', 'the', 'storms', 'of', ""life's"", 'turbulence.']","['#Numbness', '#EmotionalStorms']",['Canada']
1," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019/2/25 21:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13,26, UK            ,2019,2,25,21,Melancholy,Negative,"['Melancholy', 'as', 'a', 'companion,', 'painting', 'the', 'canvas', 'of', 'life', 'with', 'the', 'brushstrokes', 'of', 'wistful', 'yearning.']","['#Melancholy', '#WistfulYearning']",['UK']
1," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017/5/18 14:45, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12,25, USA          ,2017,5,18,14,Nostalgia,Neutral,"['Leafing', 'through', 'the', 'pages', 'of', 'an', 'old', 'photo', 'album,', 'nostalgia', 'weaving', 'tales', 'of', 'laughter', 'and', 'tears.']","['#Nostalgia', '#PhotoAlbumStories']",['USA']
1," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022/8/5 11:30, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15,30, Canada        ,2022,8,5,11,Ambivalence,Neutral,"['Ambivalence', 'in', 'the', 'air,', 'caught', 'between', 'the', 'crossroads', 'of', 'conflicting', 'emotions', 'and', 'decisions.']","['#Ambivalence', '#CrossroadsConfusion']",['Canada']
1," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023/6/15 16:20, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18,36, Australia    ,2023,6,15,16,Acceptance,Positive,"['Embracing', 'the', 'beauty', 'in', 'imperfections,', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', ""life's"", 'unpredictable', 'art.']","['#Acceptance', '#UnpredictableArt']",['Australia']
1," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021/10/10 14:45, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20,40, UK            ,2021,10,10,14,Determination,Neutral,"['Determination', 'ablaze,', 'forging', 'a', 'path', 'through', 'challenges,', 'sculpting', 'dreams', 'into', 'tangible', 'realities.']","['#Determination', '#SculptingDreams']",['UK']
1," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020/5/12 19:30, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25,50, USA          ,2020,5,12,19,Serenity,Neutral,"['Immerse', 'in', 'the', 'serenity', 'of', 'a', 'moonlit', 'night,', 'where', 'the', 'quiet', 'whispers', 'of', 'nature', 'bring', 'peace', 'to', 'the', 'soul.']","['#Serenity', '#MoonlitPeace']",['USA']
